Manual Order,Game Name,Group,Category,Source Page(s),Start Page,End Page,Suggested Slug,Referee Introduction,Description,Alternate Names,Special Note,Variations,Variation Count,Called Variations,Duplicate Title Flag,Review Status,Squarespace HTML,Raw Entry Text,Source File,QA Reviewer,Last Reviewed,Publish Status,Published URL,Last Published,Editorial Notes
151,SCOOP IT,Head-To-Head Games,Scenic Head-To-Head Games,180,180,180,scoop-it,"“One team will start a scene, and if something inspires the other team they will scoop that idea, and we will see a scene based on the idea.”","The referee chooses which team will start the scene and gets a suggestion for the game. The team begins performing the scene, and at any point in time a player from the other team may be inspired by something and will say “Scoop It!” and tell the referee what they want scoop from the scene. The team on the field quickly exits, and the other team will do a scene based on what they scooped. This process continues for the rest of the game.",,,,0,,,Auto-extracted - needs human spot check,"<h1>SCOOP IT</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“One team will start a scene, and if something inspires the other team they will scoop that idea, and we will see a scene based on the idea.”</p></blockquote>

<h2>Description</h2>
<p>The referee chooses which team will start the scene and gets a suggestion for the game. The team begins performing the scene, and at any point in time a player from the other team may be inspired by something and will say “Scoop It!” and tell the referee what they want scoop from the scene. The team on the field quickly exits, and the other team will do a scene based on what they scooped. This process continues for the rest of the game.</p>","SCOOP IT
“One team will start a scene, and if something inspires the other team they
will scoop that idea, and we will see a scene based on the idea.”
The referee chooses which team will start the scene and gets a
suggestion for the game. The team begins performing the scene, and at
any point in time a player from the other team may be inspired by
something and will say “Scoop It!” and tell the referee what they want
scoop from the scene. The team on the field quickly exits, and the other
team will do a scene based on what they scooped. This process continues
for the rest of the game.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
152,STORY,Head-To-Head Games,Scenic Head-To-Head Games,181,181,181,story,"“I will conduct a story by pointing at players, who must pick up wherever the last player I was pointing to left off.”","The players line up at the front of the stage, and the referee gets a suggestion for the title of a story that has never been written. The referee will point at one player who will begin telling the story, and when the referee points at another player the previously pointed at player will stop speaking, and the new player will continue from where the last player left off. If ever a player fails to stop talk, doesn’t pick up where the other player left off, repeats a word, or any other reason, the referee will throw them out. After a player is thrown own, the players begin a new chapter. This continues until only one player is left.",,,"●
May be played with the players dying dramatically whenever they are called out. (Called “Story, Story, Die”)
●
May be played with the players reading from an instruction manual instead of telling a story. The referee will get the suggestions of different sections of an instruction manual in between when players are thrown out. (Called “Instruction Manual”)
●
May be played with the reciting of a Wikipedia article instead of a story, with the referee clicking on words throughout each round, as well as getting new suggestion for the base article whenever a player is called out. (Called “Wikipedia (Conducted)” or “Hyperlink”)",3,"Story, Story, Die; Instruction Manual",,Auto-extracted - needs human spot check,"<h1>STORY</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“I will conduct a story by pointing at players, who must pick up wherever the last player I was pointing to left off.”</p></blockquote>

<h2>Description</h2>
<p>The players line up at the front of the stage, and the referee gets a suggestion for the title of a story that has never been written. The referee will point at one player who will begin telling the story, and when the referee points at another player the previously pointed at player will stop speaking, and the new player will continue from where the last player left off. If ever a player fails to stop talk, doesn’t pick up where the other player left off, repeats a word, or any other reason, the referee will throw them out. After a player is thrown own, the players begin a new chapter. This continues until only one player is left.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the players dying dramatically whenever they are called out. (Called “Story, Story, Die”)</li>
<li>May be played with the players reading from an instruction manual instead of telling a story. The referee will get the suggestions of different sections of an instruction manual in between when players are thrown out. (Called “Instruction Manual”)</li>
<li>May be played with the reciting of a Wikipedia article instead of a story, with the referee clicking on words throughout each round, as well as getting new suggestion for the base article whenever a player is called out. (Called “Wikipedia (Conducted)” or “Hyperlink”)</li>
</ul>","STORY
“I will conduct a story by pointing at players, who must pick up wherever the
last player I was pointing to left off.”
The players line up at the front of the stage, and the referee gets a
suggestion for the title of a story that has never been written. The
referee will point at one player who will begin telling the story, and when
the referee points at another player the previously pointed at player will
stop speaking, and the new player will continue from where the last
player left off. If ever a player fails to stop talk, doesn’t pick up where the
other player left off, repeats a word, or any other reason, the referee will
throw them out. After a player is thrown own, the players begin a new
chapter. This continues until only one player is left.
Variations on this Game
●
May be played with the players dying dramatically whenever
they are called out. (Called “Story, Story, Die”)
●
May be played with the players reading from an instruction
manual instead of telling a story. The referee will get the
suggestions of different sections of an instruction manual in
between when players are thrown out. (Called “Instruction
Manual”)
●
May be played with the reciting of a Wikipedia article instead of
a story, with the referee clicking on words throughout each
round, as well as getting new suggestion for the base article
whenever a player is called out. (Called “Wikipedia (Conducted)”
or “Hyperlink”)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
153,SWITCH INTERVIEW,Head-To-Head Games,Scenic Head-To-Head Games,182,182,182,switch-interview,“We are about to see a series of interviews on talk shows inspired by your suggestions.”,"Two chairs are put onto the field, with one player from each team in them. The referee will get a suggestion for the talk show, and the player on the right becomes the interviewer, while the player on the left becomes the guest. After a quick interview scene, the referee will call switch, the interviewer leaves, the guest moves to the interviewer’s chair to become the interviewer, and another player becomes the guest. The referee gets another suggestion and we see another interview scene. This process continues for the rest of the game.",,,,0,,,Auto-extracted - needs human spot check,"<h1>SWITCH INTERVIEW</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“We are about to see a series of interviews on talk shows inspired by your suggestions.”</p></blockquote>

<h2>Description</h2>
<p>Two chairs are put onto the field, with one player from each team in them. The referee will get a suggestion for the talk show, and the player on the right becomes the interviewer, while the player on the left becomes the guest. After a quick interview scene, the referee will call switch, the interviewer leaves, the guest moves to the interviewer’s chair to become the interviewer, and another player becomes the guest. The referee gets another suggestion and we see another interview scene. This process continues for the rest of the game.</p>","SWITCH INTERVIEW
“We are about to see a series of interviews on talk shows inspired by your
suggestions.”
Two chairs are put onto the field, with one player from each team in
them. The referee will get a suggestion for the talk show, and the player
on the right becomes the interviewer, while the player on the left
becomes the guest. After a quick interview scene, the referee will call
switch, the interviewer leaves, the guest moves to the interviewer’s
chair to become the interviewer, and another player becomes the guest.
The referee gets another suggestion and we see another interview
scene. This process continues for the rest of the game.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
154,THREE ROOMS,Head-To-Head Games,Scenic Head-To-Head Games,183,183,183,three-rooms,"“We will see a series of scene, which I will switch through and the next scene will always start with the last line of the previous scene.”","The teams separate into pairs, and the referee gets a suggestion for each team. The first pair begins their scene, and at any point the referee will call “Switch!” and repeat the last line said. The first pair will exit the field, and the second pair will begin their scene with the last line of the previous scene. This process repeats for the third team, and continues for the rest of the game.","The game’s name will change dependent upon the number of pairs. For example, four pairs it becomes Four Rooms, five pairs it becomes Five Rooms, or for sixty-four pairs it becomes Sixty- Four Rooms.",,,0,,,Auto-extracted - needs human spot check,"<h1>THREE ROOMS</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“We will see a series of scene, which I will switch through and the next scene will always start with the last line of the previous scene.”</p></blockquote>

<h2>Description</h2>
<p>The teams separate into pairs, and the referee gets a suggestion for each team. The first pair begins their scene, and at any point the referee will call “Switch!” and repeat the last line said. The first pair will exit the field, and the second pair will begin their scene with the last line of the previous scene. This process repeats for the third team, and continues for the rest of the game.</p>

<h2>Alternate Names</h2>
<p>The game’s name will change dependent upon the number of pairs. For example, four pairs it becomes Four Rooms, five pairs it becomes Five Rooms, or for sixty-four pairs it becomes Sixty- Four Rooms.</p>","THREE ROOMS
“We will see a series of scene, which I will switch through and the next scene
will always start with the last line of the previous scene.”
The teams separate into pairs, and the referee gets a suggestion for each
team. The first pair begins their scene, and at any point the referee will
call “Switch!” and repeat the last line said. The first pair will exit the field,
and the second pair will begin their scene with the last line of the
previous scene. This process repeats for the third team, and continues
for the rest of the game.
Alternate Names: The game’s name will change dependent upon the
number of pairs. For example, four pairs it becomes Four Rooms, five
pairs it becomes Five Rooms, or for sixty-four pairs it becomes Sixty-
Four Rooms.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
155,TWO CHAIRS,Head-To-Head Games,Scenic Head-To-Head Games,184,184,184,two-chairs,“The players will do a series of scenes inspired by the locations of where two chairs might be.”,"Two chairs are put onto the field, with one player from each team in them. The referee will get a suggestion of a location for where these two chairs are, and the players will do a short scene inspired by the chair position and the location given, until the referee calls “Move Those Chairs!” The players will then move the chairs to somewhere else on the field and exit, as two new players enter. The referee will get a new suggestion of a location, and the process continues for the rest of the game.",,,"●
May be played with one of the players assuming the roles of a reporter and an eye witness, starting each scene with the line “Breaking News! We’re on location at ______” using the suggested location. (Called “On Location”)",1,On Location,,Auto-extracted - needs human spot check,"<h1>TWO CHAIRS</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will do a series of scenes inspired by the locations of where two chairs might be.”</p></blockquote>

<h2>Description</h2>
<p>Two chairs are put onto the field, with one player from each team in them. The referee will get a suggestion of a location for where these two chairs are, and the players will do a short scene inspired by the chair position and the location given, until the referee calls “Move Those Chairs!” The players will then move the chairs to somewhere else on the field and exit, as two new players enter. The referee will get a new suggestion of a location, and the process continues for the rest of the game.</p>

<h2>Variations</h2>
<ul>
<li>May be played with one of the players assuming the roles of a reporter and an eye witness, starting each scene with the line “Breaking News! We’re on location at ______” using the suggested location. (Called “On Location”)</li>
</ul>","TWO CHAIRS
“The players will do a series of scenes inspired by the locations of where two
chairs might be.”
Two chairs are put onto the field, with one player from each team in
them. The referee will get a suggestion of a location for where these two
chairs are, and the players will do a short scene inspired by the chair
position and the location given, until the referee calls “Move Those
Chairs!” The players will then move the chairs to somewhere else on the
field and exit, as two new players enter. The referee will get a new
suggestion of a location, and the process continues for the rest of the
game.
Variations on this Game
●
May be played with one of the players assuming the roles of a
reporter and an eye witness, starting each scene with the line
“Breaking News! We’re on location at ______” using the suggested
location. (Called “On Location”)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
156,WORD AT A TIME EXPRESS,Head-To-Head Games,Scenic Head-To-Head Games,185,185,185,word-at-a-time-express,"“The players will be acting out and telling a story, one word at a time.”","The referee gets the suggestion for the game, and one player from each team will begin telling a story and acting it out one word at a time. If ever a player fails to only use one word, they are rotated out, a new player enters and a new scene is started with a new suggestion.",,,"●
May be played with both players acting out all characters together, still only speaking one word at time.",1,,,Auto-extracted - needs human spot check,"<h1>WORD AT A TIME EXPRESS</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will be acting out and telling a story, one word at a time.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets the suggestion for the game, and one player from each team will begin telling a story and acting it out one word at a time. If ever a player fails to only use one word, they are rotated out, a new player enters and a new scene is started with a new suggestion.</p>

<h2>Variations</h2>
<ul>
<li>May be played with both players acting out all characters together, still only speaking one word at time.</li>
</ul>","WORD AT A TIME EXPRESS
“The players will be acting out and telling a story, one word at a time.”
The referee gets the suggestion for the game, and one player from each
team will begin telling a story and acting it out one word at a time. If ever
a player fails to only use one word, they are rotated out, a new player
enters and a new scene is started with a new suggestion.
Variations on this Game
●
May be played with both players acting out all characters
together, still only speaking one word at time.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
157,WORLD WITHOUT A LETTER,Head-To-Head Games,Scenic Head-To-Head Games,186,186,186,world-without-a-letter,"“The teams will battle head-to-head in a scene where they cannot use a specific letter anywhere in any of their words. If a player messes up, their team will rotate.”","The referee gets the suggestion for the game, a letter that is banned and one player from each team will begin a scene. The two players may only speak in lines which that letter doesn’t exist in, if a player uses that letter, that player is rotated out for another player from their team to continue the scene. The referee may change the letter, or add a second letter whenever they wish.",,,,0,,,Auto-extracted - needs human spot check,"<h1>WORLD WITHOUT A LETTER</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The teams will battle head-to-head in a scene where they cannot use a specific letter anywhere in any of their words. If a player messes up, their team will rotate.”</p></blockquote>

<h2>Description</h2>
<p>The referee gets the suggestion for the game, a letter that is banned and one player from each team will begin a scene. The two players may only speak in lines which that letter doesn’t exist in, if a player uses that letter, that player is rotated out for another player from their team to continue the scene. The referee may change the letter, or add a second letter whenever they wish.</p>","WORLD WITHOUT A LETTER
“The teams will battle head-to-head in a scene where they cannot use a
specific letter anywhere in any of their words. If a player messes up, their team
will rotate.”
The referee gets the suggestion for the game, a letter that is banned and
one player from each team will begin a scene. The two players may only
speak in lines which that letter doesn’t exist in, if a player uses that letter,
that player is rotated out for another player from their team to continue
the scene. The referee may change the letter, or add a second letter
whenever they wish.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
158,YAY BOO,Head-To-Head Games,Scenic Head-To-Head Games,187,187,187,yay-boo,"“The players will be telling a story one line at a time, with one player saying things to make you all say ‘Yay!’ and the other making you say ‘Boo!’”","One player from each team takes the field, and the referee gets a suggestion for the game. The first player will begin with a positive line of the story to make the audience say “Yay!” The second player will add to the story with a negative line to make the audience say “Boo!” This continues back and forth, until a player makes the audience respond in the opposite way as intended or is just confusing, when this happens the offending player rotates out, and another player from their team enters. The Yay and the Boo positions switch teams, and a new suggestion is gotten. This process continues for the rest of the game.",Boo Yay,,"●
May be played with the players telling positive and negative facts about the suggestion instead of telling a story.",1,,,Auto-extracted - needs human spot check,"<h1>YAY BOO</h1>

<h2>Category</h2>
<p>Scenic Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will be telling a story one line at a time, with one player saying things to make you all say ‘Yay!’ and the other making you say ‘Boo!’”</p></blockquote>

<h2>Description</h2>
<p>One player from each team takes the field, and the referee gets a suggestion for the game. The first player will begin with a positive line of the story to make the audience say “Yay!” The second player will add to the story with a negative line to make the audience say “Boo!” This continues back and forth, until a player makes the audience respond in the opposite way as intended or is just confusing, when this happens the offending player rotates out, and another player from their team enters. The Yay and the Boo positions switch teams, and a new suggestion is gotten. This process continues for the rest of the game.</p>

<h2>Alternate Names</h2>
<p>Boo Yay</p>

<h2>Variations</h2>
<ul>
<li>May be played with the players telling positive and negative facts about the suggestion instead of telling a story.</li>
</ul>","YAY BOO
“The players will be telling a story one line at a time, with one player saying
things to make you all say ‘Yay!’ and the other making you say ‘Boo!’”
One player from each team takes the field, and the referee gets a
suggestion for the game. The first player will begin with a positive line of
the story to make the audience say “Yay!” The second player will add to
the story with a negative line to make the audience say “Boo!” This
continues back and forth, until a player makes the audience respond in
the opposite way as intended or is just confusing, when this happens the
offending player rotates out, and another player from their team enters.
The Yay and the Boo positions switch teams, and a new suggestion is
gotten. This process continues for the rest of the game.
Alternate Names: Boo Yay
Variations on this Game
●
May be played with the players telling positive and negative facts
about the suggestion instead of telling a story.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
159,AUDITION,Head-To-Head Games,Catch-All Head-To-Head Games,190,190,190,audition,“The players will be auditioning for an upcoming production of a play with monologues from made up plays.”,"The referee will get a list of adjectives and nouns, and begins to act as a casting director for a play. Alternating between teams, one player at a time will come up and introduce themself and what play the will be auditioning from, and delivery a monologue from it. The title of the play is an adjective noun combination from the list, and the may also make up a genre that the play is. Once any suggestion is used, it is crossed of the list. This continues until all players have auditioned.",,,"●
May be played using them as the titles of songs the players will sing.
●
May be played with the referee getting a list of celebrities with distinct voice and a list of well-known movies and television shows. The players the audition for the films and television show as the celebrities. (Called “Screen Test”)",2,Screen Test,,Auto-extracted - needs human spot check,"<h1>AUDITION</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will be auditioning for an upcoming production of a play with monologues from made up plays.”</p></blockquote>

<h2>Description</h2>
<p>The referee will get a list of adjectives and nouns, and begins to act as a casting director for a play. Alternating between teams, one player at a time will come up and introduce themself and what play the will be auditioning from, and delivery a monologue from it. The title of the play is an adjective noun combination from the list, and the may also make up a genre that the play is. Once any suggestion is used, it is crossed of the list. This continues until all players have auditioned.</p>

<h2>Variations</h2>
<ul>
<li>May be played using them as the titles of songs the players will sing.</li>
<li>May be played with the referee getting a list of celebrities with distinct voice and a list of well-known movies and television shows. The players the audition for the films and television show as the celebrities. (Called “Screen Test”)</li>
</ul>","AUDITION
“The players will be auditioning for an upcoming production of a play with
monologues from made up plays.”
The referee will get a list of adjectives and nouns, and begins to act as a
casting director for a play. Alternating between teams, one player at a
time will come up and introduce themself and what play the will be
auditioning from, and delivery a monologue from it. The title of the play
is an adjective noun combination from the list, and the may also make up
a genre that the play is. Once any suggestion is used, it is crossed of the
list. This continues until all players have auditioned.
Variations on this Game
●
May be played using them as the titles of songs the players will
sing.
●
May be played with the referee getting a list of celebrities with
distinct voice and a list of well-known movies and television
shows. The players the audition for the films and television show
as the celebrities. (Called “Screen Test”)",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
160,CASANOVA (18+),Head-To-Head Games,Catch-All Head-To-Head Games,191,191,191,casanova-18,“The players will deliver pick-up lines one word at a time in an attempt to earn a volunteer player's favor.”,"The referee asks for a volunteer player from the audience over the age of eighteen, and the teams line up on either side of the volunteer player. The referee gets a suggestion for a game and chooses a team to start. The first team delivers a pick-up line one word at a time based on the suggestion, and then the second team also delivers a pick-up line. The volunteer player chooses which they prefer, and the first player on each side rotates to the end of their line, and the whole process repeats with a new suggestion each time. This continues for the rest of the game.",,,,0,,,Auto-extracted - needs human spot check,"<h1>CASANOVA (18+)</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will deliver pick-up lines one word at a time in an attempt to earn a volunteer player's favor.”</p></blockquote>

<h2>Description</h2>
<p>The referee asks for a volunteer player from the audience over the age of eighteen, and the teams line up on either side of the volunteer player. The referee gets a suggestion for a game and chooses a team to start. The first team delivers a pick-up line one word at a time based on the suggestion, and then the second team also delivers a pick-up line. The volunteer player chooses which they prefer, and the first player on each side rotates to the end of their line, and the whole process repeats with a new suggestion each time. This continues for the rest of the game.</p>","CASANOVA (18+)
“The players will deliver pick-up lines one word at a time in an attempt to earn
a volunteer player's favor.”
The referee asks for a volunteer player from the audience over the age
of eighteen, and the teams line up on either side of the volunteer player.
The referee gets a suggestion for a game and chooses a team to start.
The first team delivers a pick-up line one word at a time based on the
suggestion, and then the second team also delivers a pick-up line. The
volunteer player chooses which they prefer, and the first player on each
side rotates to the end of their line, and the whole process repeats with a
new suggestion each time. This continues for the rest of the game.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
161,HANDS UP,Head-To-Head Games,Catch-All Head-To-Head Games,192,192,192,hands-up,"“The players will list items in a specific category, if they repeat or something not in the category they will have to put a hand up. Two hands up and they’re out.”","The players line up at the front of the stage, and the referee gets a suggestion of a category. The referee will point at one player who will begin listing items in that category, and when the referee points at another player they continue to list things in the category. If ever a player fails to list something in the category, repeats an item previously listed, or any other reason, the referee will instruct them to put a hand up. The referee will then get a new category, and repeat the process. Once a player has two hands up, they are out. This continues until only one player is left.",Dirty Hand Randy; Left Hand Larry,,"●
May be played single elimination.",1,,,Auto-extracted - needs human spot check,"<h1>HANDS UP</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will list items in a specific category, if they repeat or something not in the category they will have to put a hand up. Two hands up and they’re out.”</p></blockquote>

<h2>Description</h2>
<p>The players line up at the front of the stage, and the referee gets a suggestion of a category. The referee will point at one player who will begin listing items in that category, and when the referee points at another player they continue to list things in the category. If ever a player fails to list something in the category, repeats an item previously listed, or any other reason, the referee will instruct them to put a hand up. The referee will then get a new category, and repeat the process. Once a player has two hands up, they are out. This continues until only one player is left.</p>

<h2>Alternate Names</h2>
<p>Dirty Hand Randy; Left Hand Larry</p>

<h2>Variations</h2>
<ul>
<li>May be played single elimination.</li>
</ul>","HANDS UP
“The players will list items in a specific category, if they repeat or something
not in the category they will have to put a hand up. Two hands up and they’re
out.”
The players line up at the front of the stage, and the referee gets a
suggestion of a category. The referee will point at one player who will
begin listing items in that category, and when the referee points at
another player they continue to list things in the category. If ever a
player fails to list something in the category, repeats an item previously
listed, or any other reason, the referee will instruct them to put a hand
up. The referee will then get a new category, and repeat the process.
Once a player has two hands up, they are out. This continues until only
one player is left.
Alternate Names: Dirty Hand Randy; Left Hand Larry
Variations on this Game
●
May be played single elimination.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
162,RADIO,Head-To-Head Games,Catch-All Head-To-Head Games,193,193,193,radio,“The players will each be a different station on a radio which I can tune to using my hand as a radio dial.”,"The players line up at the front of the stage, and the referee gets a suggestion of a topic for each of their radio channels. The referee will use their hand as a radio tuner, going up and down the line of stations, with the players speaking whenever the referee is pointing at them. Players should try to pick up where the last player left off turning it into a part of their station.",,,"●
May be played in the dark with a flashlight as the pointer.",1,,,Auto-extracted - needs human spot check,"<h1>RADIO</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“The players will each be a different station on a radio which I can tune to using my hand as a radio dial.”</p></blockquote>

<h2>Description</h2>
<p>The players line up at the front of the stage, and the referee gets a suggestion of a topic for each of their radio channels. The referee will use their hand as a radio tuner, going up and down the line of stations, with the players speaking whenever the referee is pointing at them. Players should try to pick up where the last player left off turning it into a part of their station.</p>

<h2>Variations</h2>
<ul>
<li>May be played in the dark with a flashlight as the pointer.</li>
</ul>","RADIO
“The players will each be a different station on a radio which I can tune to
using my hand as a radio dial.”
The players line up at the front of the stage, and the referee gets a
suggestion of a topic for each of their radio channels. The referee will
use their hand as a radio tuner, going up and down the line of stations,
with the players speaking whenever the referee is pointing at them.
Players should try to pick up where the last player left off turning it into
a part of their station.
Variations on this Game
●
May be played in the dark with a flashlight as the pointer.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
163,TINDER SWIPE,Head-To-Head Games,Catch-All Head-To-Head Games,194,194,194,tinder-swipe,"“A volunteer player will be introduced to the Tinder profiles of a slew of characters, and will choose to swipe left or right. If they swipe left the character goes away, if they swipe right the go on a date.”","The referee asks for a volunteer player from the audience, and the teams line up off the field in an alternating fashion. One at a time they will step forward and introduce themself in character as if reading their Tinder profiles. If the volunteer player dislikes the profile they will swipe left, and if they like it they will swipe right and go on a date with that character. During the date, the volunteer player or referee may still swipe left, and players start introducing characters again. The process continues for the rest of the game.",,,,0,,,Auto-extracted - needs human spot check,"<h1>TINDER SWIPE</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“A volunteer player will be introduced to the Tinder profiles of a slew of characters, and will choose to swipe left or right. If they swipe left the character goes away, if they swipe right the go on a date.”</p></blockquote>

<h2>Description</h2>
<p>The referee asks for a volunteer player from the audience, and the teams line up off the field in an alternating fashion. One at a time they will step forward and introduce themself in character as if reading their Tinder profiles. If the volunteer player dislikes the profile they will swipe left, and if they like it they will swipe right and go on a date with that character. During the date, the volunteer player or referee may still swipe left, and players start introducing characters again. The process continues for the rest of the game.</p>","TINDER SWIPE
“A volunteer player will be introduced to the Tinder profiles of a slew of
characters, and will choose to swipe left or right. If they swipe left the
character goes away, if they swipe right the go on a date.”
The referee asks for a volunteer player from the audience, and the teams
line up off the field in an alternating fashion. One at a time they will step
forward and introduce themself in character as if reading their Tinder
profiles. If the volunteer player dislikes the profile they will swipe left,
and if they like it they will swipe right and go on a date with that
character. During the date, the volunteer player or referee may still
swipe left, and players start introducing characters again. The process
continues for the rest of the game.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
164,TOWN HALL MEETING,Head-To-Head Games,Catch-All Head-To-Head Games,195,195,195,town-hall-meeting,“This town is in turmoil and the only way to fix it is to hold a town hall meeting then vote.”,"The players situate themselves in the audience, and the referee gets a suggestion of something the town is in turmoil over. One team is pro suggestion and the other is against it. The referee will act as the facilitator of the town hall meeting, calling first on a member of pro- suggestion team, who will in character introduce themself and state their case. Then the referee calls on a player who is against the suggestion, who will also introduce themself and state their case. This continues until all players have spoken. During the game, players are encouraged to also endow volunteer players to be members of their coalition.",,,"●
May be played with the captains of the teams serving as the facilitators.
●
May be played with a suggestion of a common argument, such as pancakes or waffles, and each side taking a stand.",2,,,Auto-extracted - needs human spot check,"<h1>TOWN HALL MEETING</h1>

<h2>Category</h2>
<p>Catch-All Head-To-Head Games</p>

<h2>Referee Introduction</h2>
<blockquote><p>“This town is in turmoil and the only way to fix it is to hold a town hall meeting then vote.”</p></blockquote>

<h2>Description</h2>
<p>The players situate themselves in the audience, and the referee gets a suggestion of something the town is in turmoil over. One team is pro suggestion and the other is against it. The referee will act as the facilitator of the town hall meeting, calling first on a member of pro- suggestion team, who will in character introduce themself and state their case. Then the referee calls on a player who is against the suggestion, who will also introduce themself and state their case. This continues until all players have spoken. During the game, players are encouraged to also endow volunteer players to be members of their coalition.</p>

<h2>Variations</h2>
<ul>
<li>May be played with the captains of the teams serving as the facilitators.</li>
<li>May be played with a suggestion of a common argument, such as pancakes or waffles, and each side taking a stand.</li>
</ul>","TOWN HALL MEETING
“This town is in turmoil and the only way to fix it is to hold a town hall meeting
then vote.”
The players situate themselves in the audience, and the referee gets a
suggestion of something the town is in turmoil over. One team is pro
suggestion and the other is against it. The referee will act as the
facilitator of the town hall meeting, calling first on a member of pro-
suggestion team, who will in character introduce themself and state
their case. Then the referee calls on a player who is against the
suggestion, who will also introduce themself and state their case. This
continues until all players have spoken. During the game, players are
encouraged to also endow volunteer players to be members of their
coalition.
Variations on this Game
●
May be played with the captains of the teams serving as the
facilitators.
●
May be played with a suggestion of a common argument, such as
pancakes or waffles, and each side taking a stand.",A-ComedySportz-Games-Manual-v2.2 copy.pdf,,,Not Started,,,
